# Amber offline RIR CIDR->country snapshot (geo-attribution Source 1).
# Generated by scripts/build_rir_snapshot.py from REAL RIR delegated-extended files.
# Columns: <cidr>\t<ISO2>\t<registry>. Real delegation data, not invented.
5.154.160.0/21	DE	ripencc
5.154.172.0/23	ES	ripencc
5.154.175.0/24	ES	ripencc
5.154.176.0/24	ES	ripencc
5.154.177.0/24	DE	ripencc
5.154.178.0/24	DE	ripencc
5.154.179.0/24	ES	ripencc
5.154.180.0/24	DE	ripencc
5.154.183.0/24	NL	ripencc
5.154.185.0/24	ES	ripencc
5.154.187.0/24	ES	ripencc
5.154.190.0/23	DE	ripencc
5.154.192.0/19	IT	ripencc
5.154.226.0/23	DE	ripencc
5.154.230.0/23	DE	ripencc
5.154.233.0/24	DE	ripencc
5.154.234.0/23	ES	ripencc
5.154.237.0/24	IT	ripencc
5.154.238.0/24	IT	ripencc
5.154.241.0/24	ES	ripencc
5.154.243.0/24	DE	ripencc
5.157.80.0/21	NL	ripencc
5.157.88.0/21	NL	ripencc
5.157.96.0/19	IT	ripencc
5.158.64.0/20	IT	ripencc
5.158.80.0/21	ES	ripencc
5.158.128.0/18	DE	ripencc
5.158.200.0/21	FR	ripencc
5.158.216.0/21	ES	ripencc
5.158.240.0/20	FR	ripencc
5.159.0.0/21	AT	ripencc
5.159.8.0/21	ES	ripencc
5.159.24.0/21	DE	ripencc
5.159.32.0/21	NL	ripencc
5.159.40.0/21	IE	ripencc
5.159.56.0/21	DE	ripencc
5.159.64.0/21	DE	ripencc
5.159.72.0/21	DE	ripencc
5.159.80.0/20	DE	ripencc
5.159.128.0/18	ES	ripencc
5.159.195.0/24	ES	ripencc
5.159.216.0/21	LU	ripencc
5.159.240.0/21	ES	ripencc
5.161.0.0/17	DE	ripencc
5.161.128.0/17	DE	ripencc
5.168.0.0/14	IT	ripencc
5.172.40.0/21	NL	ripencc
5.172.64.0/19	IT	ripencc
5.172.96.0/23	IT	ripencc
5.172.98.0/23	IT	ripencc
5.172.100.0/22	IT	ripencc
5.172.104.0/21	IT	ripencc
5.172.112.0/20	IT	ripencc
5.172.176.0/24	NL	ripencc
5.172.180.0/24	NL	ripencc
5.172.184.0/21	PL	ripencc
5.172.208.0/21	IT	ripencc
5.172.216.0/21	NL	ripencc
5.172.224.0/19	PL	ripencc
5.173.0.0/16	PL	ripencc
5.175.0.0/19	DE	ripencc
5.175.32.0/21	IT	ripencc
5.175.40.0/21	ES	ripencc
5.175.48.0/21	IT	ripencc
5.175.64.0/20	IT	ripencc
5.175.80.0/21	NL	ripencc
5.175.128.0/17	DE	ripencc
5.178.16.0/21	NL	ripencc
5.178.32.0/21	NL	ripencc
5.178.40.0/21	IT	ripencc
5.178.64.0/21	NL	ripencc
5.178.88.0/21	IT	ripencc
5.178.112.0/21	NL	ripencc
5.178.120.0/21	IT	ripencc
5.179.32.0/19	IE	ripencc
5.179.64.0/21	IE	ripencc
5.179.120.0/21	FR	ripencc
5.179.128.0/18	IT	ripencc
5.179.192.0/21	FR	ripencc
5.179.200.0/21	DE	ripencc
5.179.208.0/21	DE	ripencc
5.179.216.0/21	DE	ripencc
5.179.224.0/21	DE	ripencc
5.179.232.0/21	DE	ripencc
5.179.240.0/21	DE	ripencc
5.179.248.0/21	DE	ripencc
5.180.12.0/22	AT	ripencc
5.180.56.0/24	FR	ripencc
5.180.57.0/24	FR	ripencc
5.180.58.0/23	FR	ripencc
5.180.60.0/22	DE	ripencc
5.180.64.0/22	DE	ripencc
5.180.68.0/22	IT	ripencc
5.180.84.0/22	NL	ripencc
5.180.88.0/22	DE	ripencc
5.180.108.0/22	IT	ripencc
5.180.112.0/24	IT	ripencc
5.180.113.0/24	IT	ripencc
5.180.114.0/24	AT	ripencc
5.180.115.0/24	IT	ripencc
5.180.124.0/22	NL	ripencc
5.180.140.0/22	NL	ripencc
5.180.148.0/22	DE	ripencc
5.180.152.0/22	AT	ripencc
5.180.156.0/22	DE	ripencc
5.180.160.0/22	NL	ripencc
5.180.164.0/22	LU	ripencc
5.180.168.0/22	IT	ripencc
5.180.172.0/23	NL	ripencc
5.180.177.0/24	NL	ripencc
5.180.178.0/24	NL	ripencc
5.180.179.0/24	NL	ripencc
5.180.192.0/22	DE	ripencc
5.180.204.0/22	IT	ripencc
5.180.216.0/22	NL	ripencc
5.180.220.0/22	DE	ripencc
5.180.224.0/22	NL	ripencc
5.180.228.0/22	ES	ripencc
5.180.236.0/22	IT	ripencc
5.180.248.0/22	ES	ripencc
5.180.252.0/22	DE	ripencc
5.181.8.0/22	IE	ripencc
5.181.24.0/22	LU	ripencc
5.181.32.0/22	DE	ripencc
5.181.44.0/22	ES	ripencc
